"DID","Start","End","Size","R/W","Name","Type","Units","Scale Factor","Contents","Description"
"64116","27","27","1","R/W","GSconfig_Grid_Input_Mode","uint16","Enumerated","N/A","Programmable","Grid Input Mode: 0=Generator, 1=Support, 
2=Grid Tied, 3=UPS, 4=Backup, 5=Mini Grid, 
6=Grid Zero"
"64116","28","28","1","R/W","GSconfig_Grid_Lower_Input
_Voltage_Limit","uint16","Volts AC","GSconfig_AC
_Voltage_SF","Programmable","Grid Input AC voltage lower limit"
"64116","29","29","1","R/W","GSconfig_Grid_Upper_Input
_Voltage_Limit","uint16","Volts AC","GSconfig_AC
_Voltage_SF","Programmable","Grid Input AC voltage upper limit"
"64116","30","30","1","R/W","GSconfig_Grid_Transfer 
_Delay","uint16","msecs","N/A","Programmable","Grid Input AC transfer delay"
"64116","31","31","1","R/W","GSconfig_Grid_Connect 
_Delay","uint16","Minutes","GSconfig
_Time_SF","Programmable","Grid Input AC connect delay"
"64116","32","32","1","R/W","GSconfig_Gen_Input_Mode","uint16","Enumerated","N/A","Programmable","Grid Input Mode: 0=Generator, 1=Support, 
2=Grid Tied, 3=UPS, 4=Backup, 5=Mini Grid, 
6=Grid Zero"
"64116","33","33","1","R/W","GSconfig_Gen_Lower_Input
_Voltage_Limit","uint16","Volts AC","GSconfig_AC
_Voltage_SF","Programmable","Gen Input AC voltage lower limit"
"64116","34","34","1","R/W","GSconfig_Gen_Upper_Input
_Voltage_Limit","uint16","Volts AC","GSconfig_AC
_Voltage_SF","Programmable","Gen Input AC voltage upper limit"
"64116","35","35","1","R/W","GSconfig_Gen_Transfer 
_Delay","uint16","msecs","N/A","Programmable","Gen Input AC transfer delay"
"64116","36","36","1","R/W","GSconfig_Gen_Connect_Dela
y","uint16","Minutes","GSconfig
_Time_SF","Programmable","Gen Input AC connect delay"
"64116","37","37","1","R/W","GSconfig_AC_Output_Voltag
e","uint16","Volts AC","GSconfig_AC
_Voltage_SF","Programmable","AC output Voltage"
"64116","38","38","1","R/W","GSconfig_Low_Battery_Cut_O
ut_Voltage","uint16","DC Volts","GSconfig_DC
_Voltage_SF","Programmable","Low Battery Voltage Cut Out"
"64116","39","39","1","R/W","GSconfig_Low_Battery_Cut_I
n_Voltage","uint16","DC Volts","GSconfig_DC
_Voltage_SF","Programmable","Low Battery Voltage Cut In"
"64116","40","40","1","R/W","GSconfig_AUX_Mode","uint16","Enumerated","N/A","Programmable","1=Load Shed, 2=Gen Alert, 3=Fault, 4=Vent 
Fan, 5=Cool Fan, 6=DC Divert, 7=Grid 
Limit/IEEE ,8=AC Source Status,9=AC Divert"
"64116","41","41","1","R/W","GSconfig_AUX_Control","uint16","Enumerated","N/A","Programmable","0 = Off; 1 = Auto; 2 = On"
