"DID","Start","End","Size","R/W","Field Name","Type","Units","Scale Factor","Contents","Description"
"64110","401","401","1","R","OutBack_Temp_SF","int16","N/A","N/A","0","Temperature Scale Factor"
"64110","402","402","1","R","OutBack_Error","uint16","Bitfield","N/A","Read Only","Bit field for errors. See Outback_Error Table"
"64110","403","403","1","R","OutBack_Status","uint16","Bitfield","N/A","Read Only","Bit field for status. See Outback_Status Table"
"64110","404","404","1","R/W","OutBack_Update_Device 
_Firmware_Port","uint16","Bitfield","N/A","Programmable","Device Firmware update See 
Device_FW_Update"
"64110","405","405","1","R","OutBack_Gateway_Type","uint16","Enumerated","N/A","Read Only","1=AXS Port, 2= MATE3"
"64110","406","406","1","R","OutBack_System_Voltage","uint16","Volts","N/A","Read Only","12, 24, 26, 48 or 60 VDC"
"64110","407","407","1","R","OutBack_Measured_System 
_Voltage","uint16","Volts","OutBack 
_Voltage_SF","Read Only","Current system battery voltage computed 
by gateway"
"64110","408","408","1","R/W","OutBack_AGS_AC_Reconnect
_Delay","uint16","Minute","N/A","Programmable","AGS AC Reconnect Delay"
"64110","409","409","1","R/W","OutBack_Multi_Phase 
_Coordination","uint16","Enumerated","N/A","Programmable","0=Disabled, 1=Enabled"
"64110","410","410","1","R/W","OutBack_Sched_1_AC_Mode","int16","Enumerated","N/A","Programmable","Scheduled Input Mode: -1=Disable, 
0=Generator, 1=Support, 2=Grid Tied, 
3=UPS, 4=Backup, 5=Mini Grid, 6=Grid Zero"
"64110","411","411","1","R/W","OutBack_Sched_1_AC_Mode
_Hour","uint16","Hour","N/A","Programmable","Start Hour for AC Input Mode schedule 1"
"64110","412","412","1","R/W","OutBack_Sched_1_AC_Mode
_Minute","uint16","Minute","N/A","Programmable","Start Minute for AC Input Mode schedule 1"
"64110","413","413","1","R/W","OutBack_Sched_2_AC_Mode","int16","Enumerated","N/A","Programmable","Scheduled Input Mode: -1=Disable, 
0=Generator, 1=Support, 2=Grid Tied, 
3=UPS, 4=Backup, 5=Mini Grid, 6=Grid Zero"
"64110","414","414","1","R/W","OutBack_Sched_2_AC_Mode
_Hour","uint16","Hour","N/A","Programmable","Start Hour for AC Input Mode schedule 2"
"64110","415","415","1","R/W","OutBack_Sched_2_AC_Mode
_Minute","uint16","Minute","N/A","Programmable","Start Minute for AC Input Mode schedule 2"
"64110","416","416","1","R/W","OutBack_Sched_3_AC_Mode","int16","Enumerated","N/A","Programmable","Scheduled Input Mode: -1=Disable, 
0=Generator, 1=Support, 2=Grid Tied, 
3=UPS, 4=Backup, 5=Mini Grid, 6=Grid Zero"
"64110","417","417","1","R/W","OutBack_Sched_3_AC_Mode
_Hour","uint16","Hour","N/A","Programmable","Start Hour for AC Input Mode schedule 3"
"64110","418","418","1","R/W","OutBack_Sched_3_AC_Mode
_Minute","uint16","Minute","N/A","Programmable","Start Minute for AC Input Mode schedule 3"
"64110","419","419","1","R/W","OutBack_Auto_reboot","uint16","Enumerated","N/A","Programmable","OPTICS auto reboot every 24 hours 
0=Disable, 1=24, 2=20, 3=16, 4=12, 5=8, 
6=4 (hours)"
"64110","420","420","1","R/W","OutBack_Spare_Reg_2","uint16","N/A","N/A","Programmable","Spare Register 2"
"64110","421","421","1","R/W","OutBack_Spare_Reg_3","uint16","N/A","N/A","Programmable","Spare Register 3"
"64110","422","422","1","R/W","OutBack_Spare_Reg_4","uint16","N/A","N/A","Programmable","Spare Register 4"
